882,haberturk.com,92.45.106.101/92.45.106.102/
883,play1topgame.com,78.140.190.67/
884,imobile.com.cn,113.31.31.138/
885,telegram.org,93.46.8.89/37.61.54.158/
886,gittigidiyor.com,93.187.67.10/
887,jumia.com.ng,104.27.151.234/104.27.150.234/
888,digitaltrends.com,207.198.114.123/207.198.114.125/
889,mobile01.com,202.39.235.20/
890,ted.com,52.22.62.233/54.173.62.60/
891,anitube.se,104.20.64.106/2400:cb00:2048:1::6814:3a6a/2400:cb00:2048:1::6814:406a/104.20.58.106/
892,tutorialspoint.com,117.18.237.191/
893,bitly.com,69.58.188.33/69.58.188.34/
894,clixsense.com,198.41.189.40/198.41.188.40/
895,aweber.com,204.194.222.28/
896,yomiuri.co.jp,210.149.144.73/118.151.160.49/
897,123rf.com,103.14.245.12/
898,researchgate.net,209.15.209.70/
899,images-amazon.com,
900,vcommission.com,103.195.186.199/
901,appledaily.com.tw,139.175.236.112/
902,lun.com,200.12.23.22/
903,rollingstone.com,104.156.85.69/104.156.81.69/23.235.37.69/23.235.33.69/
904,deezer.com,78.40.123.183/78.40.123.182/
905,aliyun.com,42.120.158.67/
906,clpremdo.com,8.19.136.250/
907,metroer.com,120.55.105.17/
908,sozcu.com.tr,178.211.55.166/46.45.156.130/46.45.156.132/
909,glassdoor.com,190.93.245.224/190.93.244.224/
910,google.kz,216.58.221.100/2404:6800:4005:808::2004/
911,gazetaexpress.com,104.28.23.117/104.28.22.117/
912,academia.edu,54.248.238.61/
913,www.gov.uk,103.245.222.144/
914,domaintools.com,199.30.228.112/
915,food.com,204.78.50.82/
916,16lao.com,111.202.69.175/121.18.230.160/
917,novinky.cz,2a02:598:2::7/77.75.79.93/
918,otto.de,194.195.11.30/
919,allocine.fr,62.39.143.23/
920,androidcentral.com,199.83.129.30/199.83.131.30/
921,dianping.com,180.153.132.38/
922,hotnewhiphop.com,205.204.67.91/205.204.67.81/205.204.67.82/205.204.67.92/
923,wow.com,149.174.107.97/64.12.89.186/149.174.110.102/207.200.74.38/64.12.79.57/
924,wiktionary.org,2620:0:863:ed1a::1/198.35.26.96/
925,ruten.com.tw,60.199.243.35/
926,thisav.com,2400:cb00:2048:1::6817:8252/2400:cb00:2048:1::6817:8352/104.23.131.82/104.23.130.82/
927,informer.com,67.228.17.114/
928,hepsiburada.com,193.28.225.200/
929,rightmove.co.uk,146.101.19.102/
930,masrawy.com,196.205.23.93/
931,priceline.com,64.6.28.5/64.6.21.5/
932,adservingsolutionsinc.com,50.63.202.51/
933,android.com,216.58.221.68/2404:6800:4005:802::2004/
934,match.com,208.83.241.15/
935,buy.tmall.com,60.28.226.60/
936,ibm.com,129.42.38.1/
937,chefkoch.de,185.13.208.22/
938,dreamstime.com,2400:cb00:2048:1::6810:363c/104.16.53.60/2400:cb00:2048:1::6810:353c/104.16.54.60/
939,windows.com,191.235.218.166/104.43.142.34/191.237.78.58/104.40.191.237/23.101.184.206/
940,atlassian.net,165.254.226.65/
941,bs.to,186.2.163.124/
942,fishki.net,195.208.220.37/2001:67c:200c:225::4012/2a01:6540:11::babe/217.29.55.13/2001:67c:200c:225::4011/
943,ebay.es,66.211.181.235/66.211.185.77/66.135.201.153/66.211.181.20/66.135.211.132/
944,carview.co.jp,210.140.125.25/
945,yandex.by,77.88.55.55/77.88.55.66/5.255.255.55/5.255.255.5/
946,viralthread.com,104.24.10.2/104.24.11.2/
947,google.bg,2404:6800:4005:802::2003/216.58.199.3/
948,thedailybeast.com,184.72.245.226/
949,movie4k.to,104.18.54.64/104.18.55.64/
950,breitbart.com,72.21.91.19/
951,excite.co.jp,180.235.96.192/
952,sbnation.com,216.146.46.10/216.146.46.11/
953,cisco.com,72.163.4.161/2001:420:1101:1::a/
954,drtuber.com,74.117.179.59/
955,vetogate.com,104.20.62.49/104.20.61.49/
956,huaban.com,115.231.100.109/
957,disq.us,23.235.33.64/104.156.85.64/104.156.81.64/23.235.37.64/
958,fanfiction.net,96.45.83.76/96.45.82.244/96.45.83.227/96.45.82.109/
959,ebay.ca,66.211.181.235/66.211.185.77/66.135.201.153/66.211.181.20/66.135.211.132/
960,mega.co.nz,2001:978:2:aa::1d:2/154.53.224.118/
961,mayoclinic.org,129.176.217.220/
962,samsclub.com,184.26.242.130/
963,ea.com,54.248.80.100/54.195.250.211/54.195.250.208/184.169.136.110/54.248.91.3/174.129.192.180/174.129.20.105/184.169.130.235/
964,coupons.com,204.76.212.147/
965,abplive.in,96.45.82.142/96.45.83.220/96.45.82.76/96.45.83.14/
966,gemius.pl,91.221.127.61/
967,mapquest.com,64.12.79.57/149.174.110.102/64.12.89.186/149.174.107.97/207.200.74.38/
968,quanjing.com,121.52.223.51/
969,legacy.com,216.146.46.10/216.146.46.11/
970,esuteru.com,
971,line.me,203.104.142.76/
972,alwafd.org,2400:cb00:2048:1::6819:5408/104.25.84.8/104.25.85.8/2400:cb00:2048:1::6819:5508/
973,mynavi.jp,210.154.149.63/
974,mcafee.com,161.69.29.243/
975,cvs.com,12.46.114.200/
976,104.com.tw,122.147.53.67/
977,17track.net,125.91.5.241/121.11.76.57/
978,114la.com,118.186.64.227/
979,junbi-tracker.com,95.128.201.170/
980,sciencedirect.com,198.81.200.2/
981,porn.com,64.210.140.1/
982,nbcsports.com,54.204.5.8/
983,cpasbien.io,104.28.8.24/104.28.9.24/
984,qidian.com,202.102.67.78/
985,189.cn,118.85.207.65/
986,ampclicks.com,72.28.103.31/
987,google.com.kw,2404:6800:4005:801::2003/216.58.199.3/
988,creditkarma.com,64.128.79.70/
989,ccm.net,23.2.16.32/23.2.16.25/
990,voyeurhit.com,104.25.247.34/104.25.246.34/
991,himado.in,104.244.99.22/
992,saramin.co.kr,182.162.86.29/
993,gnavi.co.jp,220.152.123.1/
994,y8.com,69.55.52.215/69.55.52.43/
995,yellowpages.com,12.175.178.118/
996,ehow.com,23.227.11.12/
997,bestadbid.com,88.85.82.182/88.85.82.181/88.85.82.180/
998,indiamart.com,192.170.156.92/
999,blackboard.com,69.196.244.99/
1000,donanimhaber.com,46.45.154.73/
